Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
Q9NZM1	MYOF	myoferlin	26509	Q9NZM1	-1.01185338343089	0.00272118459340802	4	4
Q9NZM3	ITSN2	intersectin 2	50618	Q9NZM3	0.924028608809185	0.0164941335764137	4	4
Q9NZM4	BICRA	BRD4 interacting chromatin remodeling complex associated protein	29998	Q9NZM4	-0.617503149842483	0.216630080157489	4	4
Q9NZN4	EHD2	EH domain containing 2	30846	Q9NZN4	0.782669601535202	0.358462447795693	4	4
Q9NZN5	ARHGEF12	Rho guanine nucleotide exchange factor 12	23365	Q9NZN5	1.06956898889101	0.109988311258139	4	4
Q9NZN8	CNOT2	CCR4-NOT transcription complex subunit 2	4848	Q9NZN8	0.1278541260422	0.531902192351357	4	4
Q9NZQ3	NCKIPSD	NCK interacting protein with SH3 domain	51517	Q9NZQ3	-2.45645095624311	0.00432397102250657	4	3
Q9NZQ7	CD274	CD274 molecule	29126	Q9NZQ7	-Inf	0	0	4
Q9NZT2	OGFR	opioid growth factor receptor	11054	Q9NZT2	-1.15616228297419	0.00723212937281482	4	4
Q9NZV5	SELENON	selenoprotein N	57190	Q9NZV5	-0.608077496267414	0.0200862582005562	4	4
Q9P035	HACD3	3-hydroxyacyl-CoA dehydratase 3	51495	Q9P035	-2.07085773740192	0.0194926777078469	4	4
Q9P0B6	CCDC167	coiled-coil domain containing 167	154467	Q9P0B6	-2.37468696928384	0.0265769488943637	3	4
Q9P0J7	KCMF1	potassium channel modulatory factor 1	56888	Q9P0J7	-1.04780166307487	0.152477674322938	4	4
Q9P0K7	RAI14	retinoic acid induced 14	26064	Q9P0K7	-2.26323510188995	0.0217859707673607	3	4
Q9P0L0	VAPA	VAMP associated protein A	9218	Q9P0L0	-0.082233306107932	0.830422136217276	4	3
Q9P0U3	SENP1	SUMO specific peptidase 1	29843	Q9P0U3	-0.0470192060014564	0.959281720655719	4	4
Q9P0U4	CXXC1	CXXC finger protein 1	30827	Q9P0U4	0.106740703547711	0.550244688896447	4	4
Q9P0V3	SH3BP4	SH3 domain binding protein 4	23677	Q9P0V3	0.720796950448234	0.0623108310381106	4	4
Q9P0V9	SEPTIN10	septin 10	151011	Q9P0V9	-0.983926949079756	0.0431576528547998	4	4
Q9P0W5	Q9P0W5	NA	NA	Q9P0W5	0.781382432491745	NA	1	1
Q9P107	GMIP	GEM interacting protein	51291	Q9P107	-Inf	0	0	4
Q9P1Y5	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662	Q9P1Y5	-0.498068036658288	0.0627145535266976	4	4
Q9P1Y6	PHRF1	PHD and ring finger domains 1	57661	Q9P1Y6	0.553891240309975	0.00160372297294842	4	4
Q9P1Z0	ZBTB4	zinc finger and BTB domain containing 4	57659	Q9P1Z0	-0.720455850801577	0.0680822544723525	4	4
Q9P206	KIAA1522	KIAA1522	57648	Q9P206	-0.252036081889324	0.184366672582018	4	4
Q9P219	CCDC88C	coiled-coil domain containing 88C	440193	Q9P219	Inf	0	3	0
Q9P227	ARHGAP23	Rho GTPase activating protein 23	57636	Q9P227	-1.46634647742162	0.00089665243114655	4	4
Q9P241	ATP10D	ATPase phospholipid transporting 10D (putative)	57205	Q9P241	0.092482173175263	0.921102730053899	2	2
Q9P243	ZFAT	zinc finger and AT-hook domain containing	57623	Q9P243	0.081409350815171	0.645408139152337	1	2
Q9P246	STIM2	stromal interaction molecule 2	57620	Q9P246	0.554672317523539	0.227565541124233	4	4
Q9P258	RCC2	regulator of chromosome condensation 2	55920	Q9P258	-0.536455580949722	0.0961072123174227	4	4
Q9P260	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	57614	Q9P260	0.332320685300156	0.124581585726412	3	4
Q9P265	DIP2B	disco interacting protein 2 homolog B	57609	Q9P265	1.55500741496996	0.00385993250463127	4	4
Q9P266	JCAD	junctional cadherin 5 associated	57608	Q9P266	-0.61513375271824	0.0156556949921696	4	4
Q9P270	SLAIN2	SLAIN motif family member 2	57606	Q9P270	-0.793835157058814	0.00555931673688588	4	4
Q9P273	TENM3	teneurin transmembrane protein 3	55714	Q9P273	-Inf	0	0	3
Q9P275	USP36	ubiquitin specific peptidase 36	57602	Q9P275	-0.311971082351544	0.00574594298357985	4	4
Q9P289	STK26	serine/threonine kinase 26	51765	Q9P289	0.892472327130426	0.00481899120271646	4	4
Q9P2B2	PTGFRN	prostaglandin F2 receptor inhibitor	5738	Q9P2B2	0.314644277678751	0.323714346381126	4	4
Q9P2B4	CTTNBP2NL	CTTNBP2 N-terminal like	55917	Q9P2B4	0.0106521461492229	0.978671196489403	4	4
Q9P2D0	IBTK	inhibitor of Bruton tyrosine kinase	25998	Q9P2D0	-Inf	0	0	4
Q9P2D1	CHD7	chromodomain helicase DNA binding protein 7	55636	Q9P2D1	-0.360484183673621	0.322124036947369	4	4
Q9P2D3	HEATR5B	HEAT repeat containing 5B	54497	Q9P2D3	2.75540437539717	0.0199061234297237	4	4
Q9P2E9	RRBP1	ribosome binding protein 1	6238	Q9P2E9	-0.144451761941814	0.729551237738965	4	4
Q9P2G1	ANKIB1	ankyrin repeat and IBR domain containing 1	54467	Q9P2G1	-0.969085262031423	0.0680822544723525	4	4
Q9P2K3	RCOR3	REST corepressor 3	55758	Q9P2K3	-0.903498876228305	0.0567131880897737	4	4
Q9P2K8	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	440275	Q9P2K8	0.226606284601032	0.688966931995595	4	4
Q9P2M7	CGN	cingulin	57530	Q9P2M7	-1.41241502743265	0.000621694630375469	4	4
Q9P2N5	RBM27	RNA binding motif protein 27	54439	Q9P2N5	-1.5327683973676	0.0527031852440948	4	4
Q9P2N6	KANSL3	KAT8 regulatory NSL complex subunit 3	55683	Q9P2N6	-0.0482605498456366	0.940906808082603	2	3
Q9P2R6	RERE	arginine-glutamic acid dipeptide repeats	473	Q9P2R6	-1.37397563547168	0.00094477394055694	4	4
Q9P2T1	GMPR2	guanosine monophosphate reductase 2	51292	Q9P2T1	-0.329713357570251	0.511111450128075	4	3
Q9P2W9	STX18	syntaxin 18	53407	Q9P2W9	-0.711553041996737	0.184275591523625	4	4
Q9P2Y4	ZNF219	zinc finger protein 219	51222	Q9P2Y4	-0.416877266459545	0.205397342171219	4	4
Q9P2Y5	UVRAG	UV radiation resistance associated	7405	Q9P2Y5	0.722774309255182	0.135541015940783	4	4
Q9UBB4	ATXN10	ataxin 10	25814	Q9UBB4	1.06795538541098	0.0599126362842142	3	3
Q9UBB5	MBD2	methyl-CpG binding domain protein 2	8932	Q9UBB5	-0.0288389849067208	0.873267790046792	4	4
Q9UBB9	TFIP11	tuftelin interacting protein 11	24144	Q9UBB9	-1.17107522422572	0.0155492113363091	4	4
Q9UBC1	NFKBIL1	NFKB inhibitor like 1	4795	Q9UBC1	0.216244890719158	0.245681497703312	2	4
Q9UBC2	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1	58513	Q9UBC2	0.329407281269238	0.26327235920428	4	4
Q9UBF8	PI4KB	phosphatidylinositol 4-kinase beta	5298	Q9UBF8	0.752958682410915	0.00257342110714104	4	4
Q9UBH6	XPR1	xenotropic and polytropic retrovirus receptor 1	9213	Q9UBH6	1.5844600026744	0.0344460573006225	4	4
Q9UBI6	GNG12	G protein subunit gamma 12	55970	Q9UBI6	-0.61253050923303	0.252804056163156	4	4
Q9UBK8	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	4552	Q9UBK8	-0.251670782186384	0.505336458811178	4	4
Q9UBL3	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit	9070	Q9UBL3	-0.00788087685139889	0.988589307306488	3	3
Q9UBM7	DHCR7	7-dehydrocholesterol reductase	1717	Q9UBM7	-0.542104202917427	0.112416556453721	4	4
Q9UBP0	SPAST	spastin	6683	Q9UBP0	-1.34020011634124	0.0144537664393552	4	4
Q9UBT7	CTNNAL1	catenin alpha like 1	8727	Q9UBT7	0.136430870952929	0.788911700987196	3	4
Q9UBU7	DBF4	DBF4 zinc finger	10926	Q9UBU7	0.715473446385287	0.036976274018962	4	4
Q9UBU9	NXF1	nuclear RNA export factor 1	10482	Q9UBU9	0.356532607688174	0.516466680425695	4	4
Q9UBW7	ZMYM2	zinc finger MYM-type containing 2	7750	Q9UBW7	0.0246830528490589	0.770540428356506	4	4
Q9UBY5	LPAR3	lysophosphatidic acid receptor 3	23566	Q9UBY5	0.125876416891529	0.667115004938416	3	3
Q9UDT6	CLIP2	CAP-Gly domain containing linker protein 2	7461	Q9UDT6	3.14469982357718	0.000326374474703182	4	4
Q9UDY2	TJP2	tight junction protein 2	9414	Q9UDY2	-1.23273079095738	0.00175156826506448	4	4
Q9UEE5	STK17A	serine/threonine kinase 17a	9263	Q9UEE5	1.03122835951296	0.0297489807270819	4	4
Q9UEE9	CFDP1	craniofacial development protein 1	10428	Q9UEE9	Inf	0	2	0
Q9UER7	DAXX	death domain associated protein	1616	Q9UER7	-1.01732408722539	0.00572740294039345	4	4
Q9UEY8	ADD3	adducin 3	120	Q9UEY8	0.0501139792027329	0.871109914196762	4	4
Q9UFC0	LRWD1	leucine rich repeats and WD repeat domain containing 1	222229	Q9UFC0	-0.482048153101326	0.00847690730418834	4	4
Q9UGN5	PARP2	poly(ADP-ribose) polymerase 2	10038	Q9UGN5	-2.05186957818705	0.0627145535266976	4	4
Q9UGP4	LIMD1	LIM domains containing 1	8994	Q9UGP4	0.668840419120386	0.301924796303611	4	2
Q9UGP8	SEC63	SEC63 homolog, protein translocation regulator	11231	Q9UGP8	Inf	0	4	0
Q9UGU0	TCF20	transcription factor 20	6942	Q9UGU0	-0.871169723705954	0.00160372297294842	4	4
Q9UGU5	HMGXB4	HMG-box containing 4	10042	Q9UGU5	0.714129312429687	0.00816126332685846	4	4
Q9UGV2	NDRG3	NDRG family member 3	57446	Q9UGV2	0.131085663945188	0.302162188493657	4	4
Q9UGY1	NOL12	nucleolar protein 12	79159	Q9UGY1	0.773436258408505	0.237937624115387	3	3
Q9UH62	ARMCX3	armadillo repeat containing X-linked 3	51566	Q9UH62	-1.94674024006942	0.0933408716318195	1	4
Q9UH99	SUN2	Sad1 and UNC84 domain containing 2	25777	Q9UH99	-0.153306353289421	0.663576669953181	4	4
Q9UHB6	LIMA1	LIM domain and actin binding 1	51474	Q9UHB6	-1.60400753969015	0.00036609396635594	4	4
Q9UHB7	AFF4	AF4/FMR2 family member 4	27125	Q9UHB7	0.0472375417254198	0.727896713279458	4	4
Q9UHD1	CHORDC1	cysteine and histidine rich domain containing 1	26973	Q9UHD1	3.36024805565262	0.000913020981300347	4	3
Q9UHD8	SEPTIN9	septin 9	10801	Q9UHD8	-0.463829969970616	0.0522619008228575	4	4
Q9UHF7	TRPS1	transcriptional repressor GATA binding 1	7227	Q9UHF7	-0.745186273057859	0.0547030767520658	4	4
Q9UHI6	DDX20	DEAD-box helicase 20	11218	Q9UHI6	-0.0137281505071416	0.974916166860478	4	4
Q9UHJ3	SFMBT1	Scm like with four mbt domains 1	51460	Q9UHJ3	-0.673317943966786	0.255048528167068	4	4
Q9UHK0	NUFIP1	nuclear FMR1 interacting protein 1	26747	Q9UHK0	Inf	0	2	0
Q9UHR4	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1	55971	Q9UHR4	1.02436672900023	0.000341816094630419	4	4
Q9UHR5	SAP30BP	SAP30 binding protein	29115	Q9UHR5	-0.0104815418768535	0.990905920611352	3	3
Q9UHV5	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	51195	Q9UHV5	Inf	0	4	0
Q9UHV7	MED13	mediator complex subunit 13	9969	Q9UHV7	0.73295631056042	0.151295152726189	4	4
Q9UHW9	SLC12A6	solute carrier family 12 member 6	9990	Q9UHW9	-1.53623627748114	0.30711169544553	1	3
Q9UHX1	PUF60	poly(U) binding splicing factor 60	22827	Q9UHX1	0.194877278010814	0.690705946175714	1	4
Q9UHY1	NRBP1	nuclear receptor binding protein 1	29959	Q9UHY1	-0.600955898750072	0.252745505153264	3	4
Q9UI10	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890	Q9UI10	-0.539249545887684	0.282112901227932	4	4
Q9UI30	TRMT112	tRNA methyltransferase subunit 11-2	51504	Q9UI30	1.8141712816092	0.0161686500542944	2	2
Q9UID3	VPS51	VPS51 subunit of GARP complex	738	Q9UID3	-0.0161569820890776	0.969141627015236	4	3
Q9UID6	ZNF639	zinc finger protein 639	51193	Q9UID6	-0.373846227010319	0.105222884855049	4	4
Q9UIF8	BAZ2B	bromodomain adjacent to zinc finger domain 2B	29994	Q9UIF8	0.676858458967626	0.0801250242128827	4	4
Q9UIF9	BAZ2A	bromodomain adjacent to zinc finger domain 2A	11176	Q9UIF9	-0.469118095772935	0.0337774055409801	4	4
Q9UIG0	BAZ1B	bromodomain adjacent to zinc finger domain 1B	9031	Q9UIG0	1.59536104283164	0.000153739791840006	4	4
Q9UIL8	PHF11	PHD finger protein 11	51131	Q9UIL8	1.12627175303886	0.184359374986348	3	2
Q9UIS9	MBD1	methyl-CpG binding domain protein 1	4152	Q9UIS9	-0.408925250066422	0.537462284780665	4	4
Q9UJ41	RABGEF1	RAB guanine nucleotide exchange factor 1	27342	Q9UJ41	0.959110794195026	0.0179458573019192	4	4
Q9UJ70	NAGK	N-acetylglucosamine kinase	55577	Q9UJ70	0.334593194591659	0.533742356292132	4	3
Q9UJF2	RASAL2	RAS protein activator like 2	9462	Q9UJF2	0.235313886410059	0.437631820299242	4	4
Q9UJK0	TSR3	TSR3 ribosome maturation factor	115939	Q9UJK0	Inf	0	3	0
Q9UJM3	ERRFI1	ERBB receptor feedback inhibitor 1	54206	Q9UJM3	1.15584122065521	0.00800839569361417	4	4
Q9UJU6	DBNL	drebrin like	28988	Q9UJU6	0.527721799174568	0.17908043563485	4	4
Q9UJV9	DDX41	DEAD-box helicase 41	51428	Q9UJV9	-1.58750022678723	0.0266236619952067	4	4
Q9UJX2	CDC23	cell division cycle 23	8697	Q9UJX2	1.16439974539262	0.0363531869620054	4	4
Q9UJX3	ANAPC7	anaphase promoting complex subunit 7	51434	Q9UJX3	0.0906954804616288	0.918419242117613	1	2
Q9UJX4	ANAPC5	anaphase promoting complex subunit 5	51433	Q9UJX4	2.34226880522723	0.0828133387354987	3	1
Q9UJX5	ANAPC4	anaphase promoting complex subunit 4	29945	Q9UJX5	0.854754223498938	0.188772746196573	4	4
Q9UJX6	ANAPC2	anaphase promoting complex subunit 2	29882	Q9UJX6	0.529923045012905	0.0513065554779744	4	4
Q9UJY1	HSPB8	heat shock protein family B (small) member 8	26353	Q9UJY1	-Inf	0	0	4
Q9UK58	CCNL1	cyclin L1	57018	Q9UK58	0.584931462146171	0.00551205784145703	4	4
Q9UK59	DBR1	debranching RNA lariats 1	51163	Q9UK59	-1.34721171807193	0.000658657429536699	4	4
Q9UK61	TASOR	transcription activation suppressor	23272	Q9UK61	-1.09802592976951	0.00271687311722531	4	4
Q9UK76	JPT1	Jupiter microtubule associated homolog 1	51155	Q9UK76	-0.552223213239097	0.143825742824245	4	4
Q9UKA4	AKAP11	A-kinase anchoring protein 11	11215	Q9UKA4	0.790341762226762	0.0484154286011086	4	4
Q9UKE5	TNIK	TRAF2 and NCK interacting kinase	23043	Q9UKE5	-2.15090119216482	0.00148841027158538	4	4
Q9UKF6	CPSF3	cleavage and polyadenylation specific factor 3	51692	Q9UKF6	-0.636785014664518	0.176669399059964	4	4
Q9UKG1	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1	26060	Q9UKG1	-0.313391732976931	0.309975380708575	4	4
Q9UKI8	TLK1	tousled like kinase 1	9874	Q9UKI8	-1.02268439207938	0.0256665214838051	4	4
Q9UKJ3	GPATCH8	G-patch domain containing 8	23131	Q9UKJ3	-0.773282743963162	0.0215675886680156	4	4
Q9UKK3	PARP4	poly(ADP-ribose) polymerase family member 4	143	Q9UKK3	Inf	0	3	0
Q9UKL0	RCOR1	REST corepressor 1	23186	Q9UKL0	0.133654520116589	0.649956524195269	4	4
Q9UKL3	CASP8AP2	caspase 8 associated protein 2	9994	Q9UKL3	-0.00671708174474901	0.985968438770138	4	4
Q9UKM9	RALY	RALY heterogeneous nuclear ribonucleoprotein	22913	Q9UKM9	-0.456124223205506	0.271272246878641	4	4
Q9UKN8	GTF3C4	general transcription factor IIIC subunit 4	9329	Q9UKN8	-1.38638897229938	0.00941230049141474	4	4
Q9UKS6	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	29763	Q9UKS6	-1.11302198827539	0.0143973168722915	4	4
Q9UKS7	IKZF2	IKAROS family zinc finger 2	22807	Q9UKS7	-1.28890317788351	0.0802514303301971	4	4
Q9UKT5	FBXO4	F-box protein 4	26272	Q9UKT5	0.707409420335511	0.189352724498073	4	4
Q9UKV3	ACIN1	apoptotic chromatin condensation inducer 1	22985	Q9UKV3	-1.08299399428116	0.000621694630375469	4	4
Q9UKV5	AMFR	autocrine motility factor receptor	267	Q9UKV5	1.13893123245928	0.00163584053251523	4	4
Q9UKV8	AGO2	argonaute RISC catalytic component 2	27161	Q9UKV8	0.230805683309261	0.691914130750716	4	2
Q9UKX7	NUP50	nucleoporin 50	10762	Q9UKX7	-0.733877517029536	0.338973565034403	2	3
Q9UKY7	CDV3	CDV3 homolog	55573	Q9UKY7	-0.471260163727463	0.226006910179672	4	4
Q9UL41	PNMA3	PNMA family member 3	29944	Q9UL41	Inf	0	4	0
Q9UL46	PSME2	proteasome activator subunit 2	5721	Q9UL46	-0.100125451738993	0.711273928028283	4	4
Q9ULC3	RAB23	RAB23, member RAS oncogene family	51715	Q9ULC3	-Inf	0	0	2
Q9ULC8	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8	29801	Q9ULC8	-Inf	0	0	3
Q9ULD2	MTUS1	microtubule associated scaffold protein 1	57509	Q9ULD2	0.988525433548497	0.00902982644572502	4	3
Q9ULD5	ZNF777	zinc finger protein 777	27153	Q9ULD5	0.781409788934962	0.0463957736845582	4	3
Q9ULG1	INO80	INO80 complex ATPase subunit	54617	Q9ULG1	0.779718602824408	0.233890687268777	4	2
Q9ULH0	KIDINS220	kinase D interacting substrate 220	57498	Q9ULH0	0.532340618452872	0.00512986117786866	4	4
Q9ULH1	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	50807	Q9ULH1	-Inf	0	0	4
Q9ULH7	MRTFB	myocardin related transcription factor B	57496	Q9ULH7	1.43671767797678	0.002668622840868	4	4
Q9ULI0	ATAD2B	ATPase family AAA domain containing 2B	54454	Q9ULI0	1.49193263437604	0.00214027338520658	4	4
Q9ULJ3	ZBTB21	zinc finger and BTB domain containing 21	49854	Q9ULJ3	1.56689979375322	0.00229630499629893	4	4
Q9ULJ7	ANKRD50	ankyrin repeat domain 50	57182	Q9ULJ7	0.426835944560705	0.138979190040247	4	4
Q9ULL5	PRR12	proline rich 12	57479	Q9ULL5	-0.500165005190165	0.074566513073578	4	4
Q9ULM3	YEATS2	YEATS domain containing 2	55689	Q9ULM3	0.594890588530603	0.0477521104067796	4	4
Q9ULQ0	STRIP2	striatin interacting protein 2	57464	Q9ULQ0	-0.962032812700434	0.0343162388516042	3	4
Q9ULR3	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H	57460	Q9ULR3	-0.0466575976121844	0.894375023877105	4	4
Q9ULS5	TMCC3	transmembrane and coiled-coil domain family 3	57458	Q9ULS5	-1.44985415745328	0.00428458583855035	4	4
Q9ULT0	TTC7A	tetratricopeptide repeat domain 7A	57217	Q9ULT0	-0.277476306129114	0.0944040759104447	4	4
Q9ULT8	HECTD1	HECT domain E3 ubiquitin protein ligase 1	25831	Q9ULT8	1.85207386370001	0.0368677670093147	4	3
Q9ULU4	ZMYND8	zinc finger MYND-type containing 8	23613	Q9ULU4	0.329650460390289	0.230534196201544	4	4
Q9ULV3	CIZ1	CDKN1A interacting zinc finger protein 1	25792	Q9ULV3	-0.807562847429575	0.0262975361619922	4	4
Q9ULV8	CBLC	Cbl proto-oncogene C	23624	Q9ULV8	Inf	0	4	0
Q9ULW0	TPX2	TPX2 microtubule nucleation factor	22974	Q9ULW0	-1.41798119650092	0.00572204776519171	4	4
Q9ULX3	NOB1	NIN1 (RPN12) binding protein 1 homolog	28987	Q9ULX3	1.87725932779865	0.0909927791043804	4	2
Q9UM00	TMCO1	transmembrane and coiled-coil domains 1	54499	Q9UM00	-1.05225847988905	0.046047838402727	2	3
Q9UM11	FZR1	fizzy and cell division cycle 20 related 1	51343	Q9UM11	-0.27481922606824	0.595622112032088	4	4
Q9UM54	MYO6	myosin VI	4646	Q9UM54	-0.193509111010836	0.0159674210610281	1	2
Q9UMD9	COL17A1	collagen type XVII alpha 1 chain	1308	Q9UMD9	-2.23226733268021	0.000195061575321574	4	4
Q9UMN6	KMT2B	lysine methyltransferase 2B	9757	Q9UMN6	-1.19548670116188	0.00169117455543884	4	4
Q9UMY1	NOL7	nucleolar protein 7	51406	Q9UMY1	-0.134581497559733	0.802124574813776	4	4
Q9UMZ2	SYNRG	synergin gamma	11276	Q9UMZ2	0.445327646715082	0.0311304912907726	4	4
Q9UN36	NDRG2	NDRG family member 2	57447	Q9UN36	0.282137870242172	0.219080940733165	4	4
Q9UN79	SOX13	SRY-box transcription factor 13	9580	Q9UN79	-0.600908437056658	0.0259402120765713	4	4
Q9UN81	Q9UN81	NA	NA	Q9UN81	-1.51560873046125	0.0175210808088569	4	4
Q9UN86	G3BP2	G3BP stress granule assembly factor 2	9908	Q9UN86	0.690643046374827	0.443261925507422	4	1
Q9UNE7	STUB1	STIP1 homology and U-box containing protein 1	10273	Q9UNE7	0.784733301051551	0.115790476121323	4	4
Q9UNF1	MAGED2	MAGE family member D2	10916	Q9UNF1	-0.314083932585837	0.34275210331789	4	4
Q9UNL2	SSR3	signal sequence receptor subunit 3	6747	Q9UNL2	-0.385844253536622	0.114010222169782	1	4
Q9UNQ0	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	Q9UNQ0	-0.377784627505004	0.711540556980213	2	1
Q9UNS1	TIMELESS	timeless circadian regulator	8914	Q9UNS1	0.813662421938771	0.0247748672951561	4	4
Q9UNS2	COPS3	COP9 signalosome subunit 3	8533	Q9UNS2	-1.7959282951841	0.00385799044804172	4	4
Q9UNX4	WDR3	WD repeat domain 3	10885	Q9UNX4	-0.526331367971682	0.124666232241133	4	4
Q9UNY4	TTF2	transcription termination factor 2	8458	Q9UNY4	0.267549278387976	0.353018965998965	4	3
Q9UNZ2	NSFL1C	NSFL1 cofactor	55968	Q9UNZ2	0.412340463025505	0.62205265523833	4	4
Q9UPN3	MACF1	microtubule actin crosslinking factor 1	23499	Q9UPN3	-0.738059988654432	0.00363143376579119	4	4
Q9UPN4	CEP131	centrosomal protein 131	22994	Q9UPN4	-1.40214734011684	0.00332326635438207	4	4
Q9UPN6	SCAF8	SR-related CTD associated factor 8	22828	Q9UPN6	-0.793128369746637	0.0734761507787121	3	3
Q9UPN7	PPP6R1	protein phosphatase 6 regulatory subunit 1	22870	Q9UPN7	1.69137124028218	0.221430769262373	4	2
Q9UPN9	TRIM33	tripartite motif containing 33	51592	Q9UPN9	1.23113880588756	0.0117108066375723	4	4
Q9UPP1	PHF8	PHD finger protein 8	23133	Q9UPP1	1.33373460677245	0.0247748672951561	4	4
Q9UPQ0	LIMCH1	LIM and calponin homology domains 1	22998	Q9UPQ0	-Inf	0	0	3
Q9UPQ9	TNRC6B	trinucleotide repeat containing adaptor 6B	23112	Q9UPQ9	0.640073778986428	0.0805384328840803	4	4
Q9UPS8	ANKRD26	ankyrin repeat domain 26	22852	Q9UPS8	Inf	0	4	0
Q9UPT5	EXOC7	exocyst complex component 7	23265	Q9UPT5	-0.18682354251315	0.62205265523833	3	4
Q9UPT6	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162	Q9UPT6	Inf	0	3	0
Q9UPT8	ZC3H4	zinc finger CCCH-type containing 4	23211	Q9UPT8	0.531239470794142	0.0270171234028913	4	4
Q9UPU5	USP24	ubiquitin specific peptidase 24	23358	Q9UPU5	0.522655310605036	0.0149230243869333	4	4
Q9UPU7	TBC1D2B	TBC1 domain family member 2B	23102	Q9UPU7	-1.19439994109059	0.00825482033463744	3	4
Q9UPU9	SAMD4A	sterile alpha motif domain containing 4A	23034	Q9UPU9	-2.30798037553898	0.0145297995110026	2	3
Q9UPW0	FOXJ3	forkhead box J3	22887	Q9UPW0	0.462393156359407	0.295539171221543	3	1
Q9UPW6	SATB2	SATB homeobox 2	23314	Q9UPW6	-0.584078992452227	0.220644181641946	1	4
Q9UPY3	DICER1	dicer 1, ribonuclease III	23405	Q9UPY3	0.668842678848826	0.339851611001813	3	4
Q9UPY5	SLC7A11	solute carrier family 7 member 11	23657	Q9UPY5	1.56954748458996	0.00291259141569166	4	3
Q9UPY8	MAPRE3	microtubule associated protein RP/EB family member 3	22924	Q9UPY8	0.802192974012773	0.0240986202696426	4	4
Q9UPZ3	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	11234	Q9UPZ3	0.808837255134464	0.139485952882569	4	4
Q9UQ05	KCNH4	potassium voltage-gated channel subfamily H member 4	23415	Q9UQ05	-1.23346088104742	0.0783296565140664	4	4
Q9UQ35	SRRM2	serine/arginine repetitive matrix 2	23524	Q9UQ35	-0.407022476860172	0.00527101427192188	4	4
Q9UQ80	PA2G4	proliferation-associated 2G4	5036	Q9UQ80	0.0904860313725504	0.797997447612628	4	4
Q9UQ88	CDK11A	cyclin dependent kinase 11A	728642	Q9UQ88	0.0740114064307384	0.915992345804052	4	4
Q9UQB8	BAIAP2	BAR/IMD domain containing adaptor protein 2	10458	Q9UQB8	-0.607267394950851	0.0359969618257402	4	4
Q9UQE7	SMC3	structural maintenance of chromosomes 3	9126	Q9UQE7	0.0848665324453935	0.868070736063997	4	4
Q9UQN3	CHMP2B	charged multivesicular body protein 2B	25978	Q9UQN3	-1.73144856261898	0.000341761808885948	4	4
Q9UQR0	SCML2	Scm polycomb group protein like 2	10389	Q9UQR0	-0.549662867265034	0.0592635996082301	1	4
Q9UQR1	ZNF148	zinc finger protein 148	7707	Q9UQR1	0.609321535248836	0.0174809946429632	4	4
Q9Y219	JAG2	jagged canonical Notch ligand 2	3714	Q9Y219	0.274699700689137	0.349206233827711	4	4
Q9Y232	CDYL	chromodomain Y like	9425	Q9Y232	-0.290348713079059	0.412341938740526	4	4
Q9Y248	GINS2	GINS complex subunit 2	51659	Q9Y248	1.335100093326	0.0883435743053498	4	2
Q9Y253	POLH	DNA polymerase eta	5429	Q9Y253	0.980908912956272	NA	1	1
Q9Y261	FOXA2	forkhead box A2	3170	Q9Y261	-Inf	0	0	3
Q9Y277	VDAC3	voltage dependent anion channel 3	7419	Q9Y277	-0.228410550128643	0.531902192351357	4	4
Q9Y281	CFL2	cofilin 2	1073	Q9Y281	-Inf	0	0	4
