Protein	Gene	ProteinName	EntrezID	ProteinRef	Comparison	log2FC	pvalue	adj.pvalue	imputed	iLog2FC	iPvalue	Cal33	HSC6	CMA	Species
Q9NTZ6	RBM12	RNA binding motif protein 12	10137	Q9NTZ6	Cal33-HSC6	-0.061011404902088	0.891604970836539	0.924713429036984	no	-0.061011404902088	0.924713429036984	4	4	HSC6	human
Q9NU19	TBC1D22B	TBC1 domain family member 22B	55633	Q9NU19	Cal33-HSC6	2.24779094875555	0.150527824718282	0.230534196201544	no	2.24779094875555	0.230534196201544	3	2	Cal33	human
Q9NU22	MDN1	midasin AAA ATPase 1	23195	Q9NU22	Cal33-HSC6	-1.09469875385787	0.000810349233037133	0.005222979672045	no	-1.09469875385787	0.005222979672045	4	4	HSC6	human
Q9NUA8	ZBTB40	zinc finger and BTB domain containing 40	9923	Q9NUA8	Cal33-HSC6	0.167885578798111	0.604193129007291	0.69050643315119	no	0.167885578798111	0.69050643315119	4	3	Cal33	human
Q9NUE0	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18	84243	Q9NUE0	Cal33-HSC6	0.525073056297691	0.0933393260515303	0.160125223140125	no	0.525073056297691	0.160125223140125	3	3	Cal33	human
Q9NUL3	STAU2	staufen double-stranded RNA binding protein 2	27067	Q9NUL3	Cal33-HSC6	0.891855373872182	0.0722712851099443	0.131267411175164	no	0.891855373872182	0.131267411175164	4	3	Cal33	human
Q9NUP7	TRMT13	tRNA methyltransferase 13 homolog	54482	Q9NUP7	Cal33-HSC6	-1.17869643607411	0.148481949101298	0.228169172750257	no	-1.17869643607411	0.228169172750257	3	3	HSC6	human
Q9NUQ3	TXLNG	taxilin gamma	55787	Q9NUQ3	Cal33-HSC6	1.22574594360712	0.057683232507997	0.111176399700643	no	1.22574594360712	0.111176399700643	4	2	Cal33	human
Q9NUQ6	SPATS2L	spermatogenesis associated serine rich 2 like	26010	Q9NUQ6	Cal33-HSC6	0.567370300489983	0.0127693872036585	0.0349293203234095	no	0.567370300489983	0.0349293203234095	4	4	Cal33	human
Q9NUY8	TBC1D23	TBC1 domain family member 23	55773	Q9NUY8	Cal33-HSC6	-2.04582644607913	0.000202506797361668	0.00211228424108563	no	-2.04582644607913	0.00211228424108563	3	4	HSC6	human
Q9NV56	MRGBP	MRG domain binding protein	55257	Q9NV56	Cal33-HSC6	-0.200699713023602	0.386767107330891	0.487516417158177	no	-0.200699713023602	0.487516417158177	4	4	HSC6	human
Q9NV58	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	25897	Q9NV58	Cal33-HSC6	-0.595037630934451	0.0156408780355379	0.0408871557185162	no	-0.595037630934451	0.0408871557185162	3	3	HSC6	human
Q9NV70	EXOC1	exocyst complex component 1	55763	Q9NV70	Cal33-HSC6	0.0420088781799715	0.884897568018642	0.921104216895894	no	0.0420088781799715	0.921104216895894	4	4	Cal33	human
Q9NVA2	SEPTIN11	septin 11	55752	Q9NVA2	Cal33-HSC6	-0.596819581815443	0.111712724635228	0.184275591523625	no	-0.596819581815443	0.184275591523625	3	4	HSC6	human
Q9NVD7	PARVA	parvin alpha	55742	Q9NVD7	Cal33-HSC6	-0.390004866771872	0.249742030632554	0.343935391666978	no	-0.390004866771872	0.343935391666978	4	4	HSC6	human
Q9NVF7	FBXO28	F-box protein 28	23219	Q9NVF7	Cal33-HSC6	1.19674318850512	0.129441735233557	0.206380813712392	no	1.19674318850512	0.206380813712392	4	4	Cal33	human
Q9NVI1	FANCI	FA complementation group I	55215	Q9NVI1	Cal33-HSC6	0.675884335234797	0.0424796843366382	0.0873178275841549	no	0.675884335234797	0.0873178275841549	4	4	Cal33	human
Q9NVM6	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17	55192	Q9NVM6	Cal33-HSC6	-2.66090486390403	3.15983516405716e-05	0.000739773173702793	no	-2.66090486390403	0.000739773173702793	4	4	HSC6	human
Q9NVN8	GNL3L	G protein nucleolar 3 like	54552	Q9NVN8	Cal33-HSC6	0.869292586322982	0.162837967925453	0.246306931056838	no	0.869292586322982	0.246306931056838	4	4	Cal33	human
Q9NVP1	DDX18	DEAD-box helicase 18	8886	Q9NVP1	Cal33-HSC6	0.64042397368776	0.0454811776727044	0.0923546362945733	no	0.64042397368776	0.0923546362945733	4	4	Cal33	human
Q9NVR2	INTS10	integrator complex subunit 10	55174	Q9NVR2	Cal33-HSC6	-1.2879379180132	1.96562905814268e-05	0.000561665596890177	no	-1.2879379180132	0.000561665596890177	4	4	HSC6	human
Q9NVU0	POLR3E	RNA polymerase III subunit E	55718	Q9NVU0	Cal33-HSC6	-1.28673688536412	0.000718051256027197	0.00481321094566441	no	-1.28673688536412	0.00481321094566441	4	4	HSC6	human
Q9NVU7	SDAD1	SDA1 domain containing 1	55153	Q9NVU7	Cal33-HSC6	-0.896587305632534	0.0447911727791583	0.0911278556733803	no	-0.896587305632534	0.0911278556733803	4	4	HSC6	human
Q9NVW2	RLIM	ring finger protein, LIM domain interacting	51132	Q9NVW2	Cal33-HSC6	-0.0693095006840493	0.802818297693258	0.853195413836894	no	-0.0693095006840493	0.853195413836894	4	4	HSC6	human
Q9NVZ3	NECAP2	NECAP endocytosis associated 2	55707	Q9NVZ3	Cal33-HSC6	-0.351580263572932	0.247418129700966	0.341621563299165	no	-0.351580263572932	0.341621563299165	2	4	HSC6	human
Q9NW68	BSDC1	BSD domain containing 1	55108	Q9NW68	Cal33-HSC6	-Inf	NA	0	yes	-3.49229376700243	0.0116435	0	3	HSC6	human
Q9NW75	GPATCH2	G-patch domain containing 2	55105	Q9NW75	Cal33-HSC6	1.19627151794813	0.034188556421292	0.0739005315726773	no	1.19627151794813	0.0739005315726773	4	1	Cal33	human
Q9NW82	WDR70	WD repeat domain 70	55100	Q9NW82	Cal33-HSC6	0.0599461460261665	0.715887313750576	0.784912261357381	no	0.0599461460261665	0.784912261357381	4	4	Cal33	human
Q9NWB6	ARGLU1	arginine and glutamate rich 1	55082	Q9NWB6	Cal33-HSC6	0.557968783485914	0.0660609881020005	0.123437902650686	no	0.557968783485914	0.123437902650686	4	4	Cal33	human
Q9NWH9	SLTM	SAFB like transcription modulator	79811	Q9NWH9	Cal33-HSC6	0.0993461609097349	0.53648179141237	0.629860292375161	no	0.0993461609097349	0.629860292375161	4	4	Cal33	human
Q9NWK9	ZNHIT6	zinc finger HIT-type containing 6	54680	Q9NWK9	Cal33-HSC6	0.130129844839287	0.671705004296332	0.747016672608984	no	0.130129844839287	0.747016672608984	4	4	Cal33	human
Q9NWQ4	GPATCH2L	G-patch domain containing 2 like	55668	Q9NWQ4	Cal33-HSC6	0.160120597762312	0.490393110471898	0.586996866068618	no	0.160120597762312	0.586996866068618	4	3	Cal33	human
Q9NWS9	ZNF446	zinc finger protein 446	55663	Q9NWS9	Cal33-HSC6	1.45976587903153	0.0217800811420525	0.0522619008228575	no	1.45976587903153	0.0522619008228575	4	2	Cal33	human
Q9NWT1	PAK1IP1	PAK1 interacting protein 1	55003	Q9NWT1	Cal33-HSC6	-1.35257399140832	0.0049232607813372	0.0176486222166991	no	-1.35257399140832	0.0176486222166991	4	4	HSC6	human
Q9NWV8	BABAM1	BRISC and BRCA1 A complex member 1	29086	Q9NWV8	Cal33-HSC6	-1.6742835229417	0.00108193796660938	0.00633787174577888	no	-1.6742835229417	0.00633787174577888	4	4	HSC6	human
Q9NWW5	CLN6	CLN6 transmembrane ER protein	54982	Q9NWW5	Cal33-HSC6	-1.47606294979495	0.00450524048908196	0.0166961615054736	no	-1.47606294979495	0.0166961615054736	4	3	HSC6	human
Q9NWZ5	UCKL1	uridine-cytidine kinase 1 like 1	54963	Q9NWZ5	Cal33-HSC6	0.1848044679807	0.39110409665604	0.492009262644343	no	0.1848044679807	0.492009262644343	4	4	Cal33	human
Q9NX40	OCIAD1	OCIA domain containing 1	54940	Q9NX40	Cal33-HSC6	-0.0857336847663282	0.461941053960288	0.562025340393411	no	-0.0857336847663282	0.562025340393411	4	4	HSC6	human
Q9NX63	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	54927	Q9NX63	Cal33-HSC6	1.30276350570495	0.00109691636997233	0.00638497572576218	no	1.30276350570495	0.00638497572576218	4	4	Cal33	human
Q9NX94	WBP1L	WW domain binding protein 1 like	54838	Q9NX94	Cal33-HSC6	-0.841951846722339	0.29265093422824	0.391019964155567	no	-0.841951846722339	0.391019964155567	3	1	HSC6	human
Q9NX95	SYBU	syntabulin	55638	Q9NX95	Cal33-HSC6	Inf	NA	0	yes	6.62861874847408	0.0120192	4	0	Cal33	human
Q9NXC5	MIOS	meiosis regulator for oocyte development	54468	Q9NXC5	Cal33-HSC6	0.35277582590659	0.237679512310031	0.332500688574314	no	0.35277582590659	0.332500688574314	4	4	Cal33	human
Q9NXD2	MTMR10	myotubularin related protein 10	54893	Q9NXD2	Cal33-HSC6	1.20330424797325	0.0361625842809237	0.0770178383615124	no	1.20330424797325	0.0770178383615124	4	4	Cal33	human
Q9NXE4	SMPD4	sphingomyelin phosphodiesterase 4	55627	Q9NXE4	Cal33-HSC6	0.568032222137258	0.0431451815467396	0.0883435743053498	no	0.568032222137258	0.0883435743053498	4	4	Cal33	human
Q9NXE8	CWC25	CWC25 spliceosome associated protein homolog	54883	Q9NXE8	Cal33-HSC6	-0.331359478840269	0.0535037219159311	0.105222884855049	no	-0.331359478840269	0.105222884855049	4	4	HSC6	human
Q9NXF1	TEX10	testis expressed 10	54881	Q9NXF1	Cal33-HSC6	-1.89155074827159	0.0544468739229715	0.106355120595547	no	-1.89155074827159	0.106355120595547	4	3	HSC6	human
Q9NXG2	THUMPD1	THUMP domain containing 1	55623	Q9NXG2	Cal33-HSC6	-1.76955615927891	0.00166642136732564	0.0084354302600395	no	-1.76955615927891	0.0084354302600395	3	4	HSC6	human
Q9NXH8	TOR4A	torsin family 4 member A	54863	Q9NXH8	Cal33-HSC6	1.85123928085994	1.78295584918331e-06	0.000177404106993739	no	1.85123928085994	0.000177404106993739	4	4	Cal33	human
Q9NXH9	TRMT1	tRNA methyltransferase 1	55621	Q9NXH9	Cal33-HSC6	-0.884714024719073	0.00969454212288934	0.0286686162499056	no	-0.884714024719073	0.0286686162499056	4	4	HSC6	human
Q9NXL9	MCM9	minichromosome maintenance 9 homologous recombination repair factor	254394	Q9NXL9	Cal33-HSC6	0.400278975329214	0.25099971006702	0.345219471642934	no	0.400278975329214	0.345219471642934	4	4	Cal33	human
Q9NXR1	NDE1	nudE neurodevelopment protein 1	54820	Q9NXR1	Cal33-HSC6	1.13964673721281	0.00333967743139096	0.0134943311440975	no	1.13964673721281	0.0134943311440975	4	4	Cal33	human
Q9NXR7	BABAM2	BRISC and BRCA1 A complex member 2	9577	Q9NXR7	Cal33-HSC6	-0.921333723477031	0.0266257390452407	0.0611221003028452	no	-0.921333723477031	0.0611221003028452	2	3	HSC6	human
Q9NXV2	KCTD5	potassium channel tetramerization domain containing 5	54442	Q9NXV2	Cal33-HSC6	0.731088443388553	0.0201949148622291	0.0494747232457531	no	0.731088443388553	0.0494747232457531	4	4	Cal33	human
Q9NY27	PPP4R2	protein phosphatase 4 regulatory subunit 2	151987	Q9NY27	Cal33-HSC6	-0.458917064555807	0.0746903208355501	0.134638592933262	no	-0.458917064555807	0.134638592933262	4	4	HSC6	human
Q9NY61	AATF	apoptosis antagonizing transcription factor	26574	Q9NY61	Cal33-HSC6	-2.55002657518379	0.0051274892188693	0.0180197855109049	no	-2.55002657518379	0.0180197855109049	3	4	HSC6	human
Q9NYA4	MTMR4	myotubularin related protein 4	9110	Q9NYA4	Cal33-HSC6	Inf	NA	0	yes	1.70783994913423	0.0216912	2	0	Cal33	human
Q9NYB0	TERF2IP	TERF2 interacting protein	54386	Q9NYB0	Cal33-HSC6	0.584475664196712	0.24622674908405	0.340664753297237	no	0.584475664196712	0.340664753297237	4	4	Cal33	human
Q9NYB9	ABI2	abl interactor 2	10152	Q9NYB9	Cal33-HSC6	-0.619329890694976	0.011627977826449	0.0324482746708269	no	-0.619329890694976	0.0324482746708269	4	4	HSC6	human
Q9NYF3	FAM53C	family with sequence similarity 53 member C	51307	Q9NYF3	Cal33-HSC6	0.698818990812756	0.0061680433154101	0.0206946382582127	no	0.698818990812756	0.0206946382582127	4	3	Cal33	human
Q9NYF8	BCLAF1	BCL2 associated transcription factor 1	9774	Q9NYF8	Cal33-HSC6	-0.276173626482607	0.00286431049089808	0.012159952804026	no	-0.276173626482607	0.012159952804026	4	4	HSC6	human
Q9NYI0	PSD3	pleckstrin and Sec7 domain containing 3	23362	Q9NYI0	Cal33-HSC6	Inf	NA	0	yes	5.62641709814467	0.01667	4	0	Cal33	human
Q9NYJ8	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	23118	Q9NYJ8	Cal33-HSC6	-0.0456644509443376	0.745556872404453	0.807982669072764	no	-0.0456644509443376	0.807982669072764	4	4	HSC6	human
Q9NYL2	MAP3K20	mitogen-activated protein kinase kinase kinase 20	51776	Q9NYL2	Cal33-HSC6	0.117186097837168	0.537200452004183	0.630230743987222	no	0.117186097837168	0.630230743987222	4	4	Cal33	human
Q9NYM9	BET1L	Bet1 golgi vesicular membrane trafficking protein like	51272	Q9NYM9	Cal33-HSC6	0.247908070354443	0.221367114203048	0.314376847289253	no	0.247908070354443	0.314376847289253	4	4	Cal33	human
Q9NYP3	DONSON	DNA replication fork stabilization factor DONSON	29980	Q9NYP3	Cal33-HSC6	-1.6525497107619	0.0262433512592768	0.0603312854942508	no	-1.6525497107619	0.0603312854942508	3	4	HSC6	human
Q9NYP9	MIS18A	MIS18 kinetochore protein A	54069	Q9NYP9	Cal33-HSC6	-1.47229648969887	0.00577639138759123	0.0197551344555215	no	-1.47229648969887	0.0197551344555215	4	4	HSC6	human
Q9NYQ6	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620	Q9NYQ6	Cal33-HSC6	1.16446029758849	0.0115668359662551	0.0323581740378455	no	1.16446029758849	0.0323581740378455	4	4	Cal33	human
Q9NYQ8	FAT2	FAT atypical cadherin 2	2196	Q9NYQ8	Cal33-HSC6	0.968866647260508	0.00230433833859234	0.010466495392408	no	0.968866647260508	0.010466495392408	4	4	Cal33	human
Q9NYV4	CDK12	cyclin dependent kinase 12	51755	Q9NYV4	Cal33-HSC6	-1.06592493917545	8.84809104171325e-05	0.00136098173317947	no	-1.06592493917545	0.00136098173317947	4	4	HSC6	human
Q9NYV6	RRN3	RRN3 homolog, RNA polymerase I transcription factor	54700	Q9NYV6	Cal33-HSC6	1.38621442376742	0.00498835392921193	0.0177661285353588	no	1.38621442376742	0.0177661285353588	4	3	Cal33	human
Q9NYW8	RBAK	RB associated KRAB zinc finger	57786	Q9NYW8	Cal33-HSC6	-1.99654864589599	0.00341174312306625	0.0137158965957613	no	-1.99654864589599	0.0137158965957613	2	3	HSC6	human
Q9NYZ1	TVP23B	trans-golgi network vesicle protein 23 homolog B	51030	Q9NYZ1	Cal33-HSC6	-0.914808219060697	0.021830505054774	0.0522619008228575	no	-0.914808219060697	0.0522619008228575	4	4	HSC6	human
Q9NYZ3	GTSE1	G2 and S-phase expressed 1	51512	Q9NYZ3	Cal33-HSC6	0.13565751145539	0.511105375764535	0.606544732178263	no	0.13565751145539	0.606544732178263	4	4	Cal33	human
Q9NZ52	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	23163	Q9NZ52	Cal33-HSC6	0.266553816222066	0.321353882194154	0.420892949776301	no	0.266553816222066	0.420892949776301	3	4	Cal33	human
Q9NZ63	C9orf78	chromosome 9 open reading frame 78	51759	Q9NZ63	Cal33-HSC6	-2.25731160652948	0.000804340734680942	0.00521571836588213	no	-2.25731160652948	0.00521571836588213	4	4	HSC6	human
Q9NZB2	FAM120A	family with sequence similarity 120A	23196	Q9NZB2	Cal33-HSC6	0.454107614376752	0.171060287481138	0.255964499664451	no	0.454107614376752	0.255964499664451	4	4	Cal33	human
Q9NZC9	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1	50485	Q9NZC9	Cal33-HSC6	-0.0421569731537596	0.922133787999957	0.944884503587302	no	-0.0421569731537596	0.944884503587302	3	4	HSC6	human
Q9NZH5	PTTG2	pituitary tumor-transforming 2	10744	Q9NZH5	Cal33-HSC6	2.20916454791087	0.482399850982571	0.580703639141212	no	2.20916454791087	0.580703639141212	3	1	Cal33	human
Q9NZI8	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	10642	Q9NZI8	Cal33-HSC6	-2.98141510340427	0.00102693365531126	0.00610029245990866	no	-2.98141510340427	0.00610029245990866	4	4	HSC6	human
Q9NZJ0	DTL	denticleless E3 ubiquitin protein ligase homolog	51514	Q9NZJ0	Cal33-HSC6	0.638191755586509	0.0995775338192468	0.168466986015134	no	0.638191755586509	0.168466986015134	4	4	Cal33	human
Q9NZJ7	MTCH1	mitochondrial carrier 1	23787	Q9NZJ7	Cal33-HSC6	-0.823947341988994	0.0114354435974788	0.0320796937571565	no	-0.823947341988994	0.0320796937571565	4	4	HSC6	human
Q9NZL4	HSPBP1	HSPA (Hsp70) binding protein 1	23640	Q9NZL4	Cal33-HSC6	-0.0941495113003772	0.847622298786054	0.891561779284869	no	-0.0941495113003772	0.891561779284869	1	3	HSC6	human
Q9NZL9	MAT2B	methionine adenosyltransferase 2B	27430	Q9NZL9	Cal33-HSC6	-0.262566067842458	0.669667272948582	0.745036057535185	no	-0.262566067842458	0.745036057535185	2	4	HSC6	human
Q9NZM1	MYOF	myoferlin	26509	Q9NZM1	Cal33-HSC6	-1.01185338343089	0.000311090198492625	0.00272118459340802	no	-1.01185338343089	0.00272118459340802	4	4	HSC6	human
Q9NZM3	ITSN2	intersectin 2	50618	Q9NZM3	Cal33-HSC6	0.924028608809185	0.00443435249416146	0.0164941335764137	no	0.924028608809185	0.0164941335764137	4	4	Cal33	human
Q9NZM4	BICRA	BRD4 interacting chromatin remodeling complex associated protein	29998	Q9NZM4	Cal33-HSC6	-0.617503149842483	0.138183320602971	0.216630080157489	no	-0.617503149842483	0.216630080157489	4	4	HSC6	human
Q9NZN4	EHD2	EH domain containing 2	30846	Q9NZN4	Cal33-HSC6	0.782669601535202	0.263330296920266	0.358462447795693	no	0.782669601535202	0.358462447795693	4	4	Cal33	human
Q9NZN5	ARHGEF12	Rho guanine nucleotide exchange factor 12	23365	Q9NZN5	Cal33-HSC6	1.06956898889101	0.0568249912121983	0.109988311258139	no	1.06956898889101	0.109988311258139	4	4	Cal33	human
Q9NZN8	CNOT2	CCR4-NOT transcription complex subunit 2	4848	Q9NZN8	Cal33-HSC6	0.1278541260422	0.431100547388068	0.531902192351357	no	0.1278541260422	0.531902192351357	4	4	Cal33	human
Q9NZQ3	NCKIPSD	NCK interacting protein with SH3 domain	51517	Q9NZQ3	Cal33-HSC6	-2.45645095624311	0.000616546119415196	0.00432397102250657	no	-2.45645095624311	0.00432397102250657	4	3	HSC6	human
Q9NZQ7	CD274	CD274 molecule	29126	Q9NZQ7	Cal33-HSC6	-Inf	NA	0	yes	-7.32447525011668	0.012669	0	4	HSC6	human
Q9NZT2	OGFR	opioid growth factor receptor	11054	Q9NZT2	Cal33-HSC6	-1.15616228297419	0.00130832491166499	0.00723212937281482	no	-1.15616228297419	0.00723212937281482	4	4	HSC6	human
Q9NZV5	SELENON	selenoprotein N	57190	Q9NZV5	Cal33-HSC6	-0.608077496267414	0.0059173712914955	0.0200862582005562	no	-0.608077496267414	0.0200862582005562	4	4	HSC6	human
Q9P035	HACD3	3-hydroxyacyl-CoA dehydratase 3	51495	Q9P035	Cal33-HSC6	-2.07085773740192	0.00564455051715917	0.0194926777078469	no	-2.07085773740192	0.0194926777078469	4	4	HSC6	human
Q9P0B6	CCDC167	coiled-coil domain containing 167	154467	Q9P0B6	Cal33-HSC6	-2.37468696928384	0.0087894243673885	0.0265769488943637	no	-2.37468696928384	0.0265769488943637	3	4	HSC6	human
Q9P0J7	KCMF1	potassium channel modulatory factor 1	56888	Q9P0J7	Cal33-HSC6	-1.04780166307487	0.0875884630454313	0.152477674322938	no	-1.04780166307487	0.152477674322938	4	4	HSC6	human
Q9P0K7	RAI14	retinoic acid induced 14	26064	Q9P0K7	Cal33-HSC6	-2.26323510188995	0.00661687774103537	0.0217859707673607	no	-2.26323510188995	0.0217859707673607	3	4	HSC6	human
Q9P0L0	VAPA	VAMP associated protein A	9218	Q9P0L0	Cal33-HSC6	-0.082233306107932	0.776146467902484	0.830422136217276	no	-0.082233306107932	0.830422136217276	4	3	HSC6	human
Q9P0U3	SENP1	SUMO specific peptidase 1	29843	Q9P0U3	Cal33-HSC6	-0.0470192060014564	0.939999676019423	0.959281720655719	no	-0.0470192060014564	0.959281720655719	4	4	HSC6	human
Q9P0U4	CXXC1	CXXC finger protein 1	30827	Q9P0U4	Cal33-HSC6	0.106740703547711	0.449793311670568	0.550244688896447	no	0.106740703547711	0.550244688896447	4	4	Cal33	human
Q9P0V3	SH3BP4	SH3 domain binding protein 4	23677	Q9P0V3	Cal33-HSC6	0.720796950448234	0.027397978471531	0.0623108310381106	no	0.720796950448234	0.0623108310381106	4	4	Cal33	human
Q9P0V9	SEPTIN10	septin 10	151011	Q9P0V9	Cal33-HSC6	-0.983926949079756	0.0168347377027831	0.0431576528547998	no	-0.983926949079756	0.0431576528547998	4	4	HSC6	human
Q9P107	GMIP	GEM interacting protein	51291	Q9P107	Cal33-HSC6	-Inf	NA	0	yes	-5.6649070718179	0.0153704	0	4	HSC6	human
Q9P1Y5	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662	Q9P1Y5	Cal33-HSC6	-0.498068036658288	0.0276618966527451	0.0627145535266976	no	-0.498068036658288	0.0627145535266976	4	4	HSC6	human
Q9P1Y6	PHRF1	PHD and ring finger domains 1	57661	Q9P1Y6	Cal33-HSC6	0.553891240309975	0.000115675980352448	0.00160372297294842	no	0.553891240309975	0.00160372297294842	4	4	Cal33	human
Q9P1Z0	ZBTB4	zinc finger and BTB domain containing 4	57659	Q9P1Z0	Cal33-HSC6	-0.720455850801577	0.0305769670635843	0.0680822544723525	no	-0.720455850801577	0.0680822544723525	4	4	HSC6	human
Q9P206	KIAA1522	KIAA1522	57648	Q9P206	Cal33-HSC6	-0.252036081889324	0.11239186918395	0.184366672582018	no	-0.252036081889324	0.184366672582018	4	4	HSC6	human
Q9P219	CCDC88C	coiled-coil domain containing 88C	440193	Q9P219	Cal33-HSC6	Inf	NA	0	yes	5.2421334797354	0.0195361	3	0	Cal33	human
Q9P227	ARHGAP23	Rho GTPase activating protein 23	57636	Q9P227	Cal33-HSC6	-1.46634647742162	4.47762991684364e-05	0.00089665243114655	no	-1.46634647742162	0.00089665243114655	4	4	HSC6	human
Q9P241	ATP10D	ATPase phospholipid transporting 10D (putative)	57205	Q9P241	Cal33-HSC6	0.092482173175263	0.884362765632779	0.921102730053899	no	0.092482173175263	0.921102730053899	2	2	Cal33	human
Q9P243	ZFAT	zinc finger and AT-hook domain containing	57623	Q9P243	Cal33-HSC6	0.081409350815171	0.555610461500174	0.645408139152337	no	0.081409350815171	0.645408139152337	1	2	Cal33	human
Q9P246	STIM2	stromal interaction molecule 2	57620	Q9P246	Cal33-HSC6	0.554672317523539	0.14801766195612	0.227565541124233	no	0.554672317523539	0.227565541124233	4	4	Cal33	human
Q9P258	RCC2	regulator of chromosome condensation 2	55920	Q9P258	Cal33-HSC6	-0.536455580949722	0.0482347127145859	0.0961072123174227	no	-0.536455580949722	0.0961072123174227	4	4	HSC6	human
Q9P260	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	57614	Q9P260	Cal33-HSC6	0.332320685300156	0.0671817156696761	0.124581585726412	no	0.332320685300156	0.124581585726412	3	4	Cal33	human
Q9P265	DIP2B	disco interacting protein 2 homolog B	57609	Q9P265	Cal33-HSC6	1.55500741496996	0.000522497144942236	0.00385993250463127	no	1.55500741496996	0.00385993250463127	4	4	Cal33	human
Q9P266	JCAD	junctional cadherin 5 associated	57608	Q9P266	Cal33-HSC6	-0.61513375271824	0.00414478609281188	0.0156556949921696	no	-0.61513375271824	0.0156556949921696	4	4	HSC6	human
Q9P270	SLAIN2	SLAIN motif family member 2	57606	Q9P270	Cal33-HSC6	-0.793835157058814	0.000884103743420406	0.00555931673688588	no	-0.793835157058814	0.00555931673688588	4	4	HSC6	human
Q9P273	TENM3	teneurin transmembrane protein 3	55714	Q9P273	Cal33-HSC6	-Inf	NA	0	yes	-5.26301185988877	0.039238	0	3	HSC6	human
Q9P275	USP36	ubiquitin specific peptidase 36	57602	Q9P275	Cal33-HSC6	-0.311971082351544	0.000936603143366188	0.00574594298357985	no	-0.311971082351544	0.00574594298357985	4	4	HSC6	human
Q9P289	STK26	serine/threonine kinase 26	51765	Q9P289	Cal33-HSC6	0.892472327130426	0.000720517465259141	0.00481899120271646	no	0.892472327130426	0.00481899120271646	4	4	Cal33	human
